time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_100m (km/h)
2017-11-14T19:00,10.2,91,8,0,0,0,3,100,23.7
2017-11-14T20:00,10.2,91,8.1,0,0,0,3,100,24.4
2017-11-14T21:00,10.3,90,8.2,0,0,0,3,100,23.6
2017-11-14T22:00,10.2,90,8.2,0,0,0,3,100,23.2
2017-11-14T23:00,10.1,90,8,0,0,0,3,100,22.7
2017-11-15T00:00,9.9,91,7.9,0,0,0,3,100,22.6
2017-11-15T01:00,9.6,93,7.6,0,0,0,3,100,21.1
2017-11-15T02:00,9.3,93,7.5,0,0,0,3,100,20.3
2017-11-15T03:00,9.6,92,7.6,0,0,0,3,100,20.3
2017-11-15T04:00,9.6,93,7.8,0,0,0,3,100,20.5
2017-11-15T05:00,9.6,94,8,0,0,0,3,100,18.4
2017-11-15T06:00,9.4,95,8,0,0,0,3,100,17.8
2017-11-15T07:00,9.4,96,8.1,0,0,0,3,100,15.7
2017-11-15T08:00,9.6,96,8.3,0,0,0,3,100,14.8
2017-11-15T09:00,10.1,94,8.8,0,0,0,3,93,12.6
2017-11-15T10:00,11.3,86,9.9,0,0,0,3,98,10
2017-11-15T11:00,12,81,10.7,0,0,0,3,100,7.8
2017-11-15T12:00,12,85,11.2,0,0,0,3,100,6.4
2017-11-15T13:00,12.4,83,11.4,0,0,0,3,100,8.3
2017-11-15T14:00,12.2,86,11.5,0,0,0,3,100,5.9
2017-11-15T15:00,12,88,11.4,0,0,0,3,100,7.2
2017-11-15T16:00,11.1,92,10.4,0,0,0,3,100,7.9
2017-11-15T17:00,10,95,9,0,0,0,3,100,8.4
2017-11-15T18:00,9.6,95,8.3,0,0,0,3,85,9
2017-11-15T19:00,9.4,95,8.2,0,0,0,3,100,5.7
2017-11-15T20:00,9.2,96,7.9,0,0,0,3,100,8.3
2017-11-15T21:00,9.4,96,8.3,0,0,0,3,100,12
2017-11-15T22:00,9.4,96,8,0,0,0,3,100,18.6
2017-11-15T23:00,9.5,96,8.4,0,0,0,3,100,15
2017-11-16T00:00,9.2,96,7.9,0,0,0,3,90,16.9
2017-11-16T01:00,9.4,96,7.9,0,0,0,3,94,18.7
2017-11-16T02:00,9.6,95,8.1,0,0,0,3,100,19.5
2017-11-16T03:00,9.8,95,8.2,0,0,0,2,76,21.4
2017-11-16T04:00,9.8,95,8.1,0,0,0,1,37,22.9
2017-11-16T05:00,9.5,95,7.7,0,0,0,2,67,22.9
2017-11-16T06:00,9.7,95,8.1,0,0,0,2,68,20.3
2017-11-16T07:00,9.7,96,8,0,0,0,2,66,21.6
2017-11-16T08:00,9.9,95,7.9,0.1,0.1,0,51,76,23.2
2017-11-16T09:00,10.2,93,8,0,0,0,3,84,24.2
2017-11-16T10:00,10.7,90,8.3,0,0,0,3,100,24
2017-11-16T11:00,11,89,8.8,0,0,0,3,100,23.4
2017-11-16T12:00,11.7,89,10,0,0,0,2,75,22.4
2017-11-16T13:00,12.6,82,10.3,0,0,0,0,14,20.8
2017-11-16T14:00,12.8,76,10,0,0,0,1,47,22.9
2017-11-16T15:00,12.2,79,10.1,0,0,0,3,100,20.5
2017-11-16T16:00,11.4,82,9.8,0,0,0,3,100,17.6
2017-11-16T17:00,11.5,81,9.7,0.1,0.1,0,51,100,19.6
2017-11-16T18:00,10.7,77,7.5,0,0,0,3,100,26.3
2017-11-16T19:00,10.1,75,7.3,0,0,0,3,100,21.7
2017-11-16T20:00,9.4,75,6.4,0,0,0,3,100,23.2
2017-11-16T21:00,8.4,71,4.8,0,0,0,3,90,23.8
2017-11-16T22:00,6.8,78,3.5,0,0,0,1,36,23.1
2017-11-16T23:00,4.9,87,1.9,0,0,0,0,1,22.7
2017-11-17T00:00,3.7,93,0.9,0,0,0,0,0,21.6
2017-11-17T01:00,2.7,94,-0.3,0,0,0,0,0,19.6
2017-11-17T02:00,2,94,-1.2,0,0,0,0,9,18.4
2017-11-17T03:00,1.3,94,-2.2,0,0,0,0,0,15.5
2017-11-17T04:00,2.4,92,-0.7,0,0,0,0,20,12.3
2017-11-17T05:00,2.4,92,-0.2,0,0,0,1,28,8.6
2017-11-17T06:00,1.6,95,-1,0,0,0,1,28,7
2017-11-17T07:00,1.3,95,-1.2,0,0,0,0,17,5.9
2017-11-17T08:00,1,98,-1.7,0,0,0,0,0,5.5
2017-11-17T09:00,3.1,91,0.7,0,0,0,0,0,6.1
2017-11-17T10:00,4.9,84,2.7,0,0,0,0,0,4.8
2017-11-17T11:00,6.7,77,4.4,0,0,0,0,0,6.2
2017-11-17T12:00,7.7,73,5.5,0,0,0,0,0,5
2017-11-17T13:00,8.5,69,5.8,0,0,0,0,9,9.2
2017-11-17T14:00,8.5,65,5.6,0,0,0,1,45,9.6
2017-11-17T15:00,7.7,72,5.3,0,0,0,1,32,10.2
2017-11-17T16:00,4.6,85,1.6,0,0,0,0,20,14.4
2017-11-17T17:00,3.2,89,-0.1,0,0,0,1,49,14.7
2017-11-17T18:00,4,86,1.1,0,0,0,0,1,18.4
2017-11-17T19:00,2.4,90,-0.9,0,0,0,0,7,19.5
2017-11-17T20:00,2,92,-1.2,0,0,0,0,3,19.7
2017-11-17T21:00,1.7,94,-1.4,0,0,0,0,8,19.1
2017-11-17T22:00,1.8,94,-1.5,0,0,0,0,12,21.7
2017-11-17T23:00,2,94,-1.3,0,0,0,1,45,23.2
2017-11-18T00:00,2.4,93,-1.1,0,0,0,1,50,23.7
2017-11-18T01:00,3,92,-0.4,0,0,0,1,40,23.4
2017-11-18T02:00,2.8,92,-0.6,0,0,0,0,5,24.6
2017-11-18T03:00,2.3,92,-1.2,0,0,0,0,5,25.7
2017-11-18T04:00,2.2,93,-1.5,0,0,0,0,10,26.8
2017-11-18T05:00,2.3,92,-1.5,0,0,0,0,9,27.8
2017-11-18T06:00,2.5,92,-1.2,0,0,0,0,16,28.5
2017-11-18T07:00,2.8,91,-0.9,0,0,0,2,57,28.6
2017-11-18T08:00,4,89,0.1,0,0,0,2,53,28.5
2017-11-18T09:00,5.6,86,1.5,0,0,0,3,100,29.6
2017-11-18T10:00,6.8,83,2.7,0,0,0,3,100,33.2
2017-11-18T11:00,7.3,83,3.2,0.1,0.1,0,51,100,30.4
2017-11-18T12:00,6.9,89,3.4,0,0,0,3,100,27.2
2017-11-18T13:00,7.2,92,4,0.3,0.3,0,51,100,26.6
2017-11-18T14:00,7.7,94,5.1,0.8,0.8,0,53,100,23.1
2017-11-18T15:00,8,95,6.1,0.5,0.5,0,53,100,17.7
2017-11-18T16:00,7.8,96,6.3,0.6,0.6,0,53,100,14.8
2017-11-18T17:00,7.8,94,6.2,0.3,0.3,0,51,100,16.1
2017-11-18T18:00,7.8,93,5.9,0.5,0.5,0,53,100,17.8
2017-11-18T19:00,7.8,91,5.5,0,0,0,3,100,19.9
2017-11-18T20:00,7.5,91,5,0,0,0,2,68,22
2017-11-18T21:00,7,90,4.3,0,0,0,2,61,23.2
2017-11-18T22:00,6.8,89,3.8,0,0,0,0,11,24.4
2017-11-18T23:00,5.2,93,2.2,0,0,0,0,10,25.9
2017-11-19T00:00,5.4,92,2.4,0,0,0,0,4,24.3
2017-11-19T01:00,4.5,93,1.4,0,0,0,0,5,25.9
2017-11-19T02:00,3.9,94,0.7,0,0,0,1,43,25.2
2017-11-19T03:00,4.1,94,0.9,0,0,0,1,25,24.5
2017-11-19T04:00,3.5,94,0.3,0,0,0,0,1,24.3
2017-11-19T05:00,2.6,95,-0.6,0,0,0,0,8,23.9
2017-11-19T06:00,1.7,94,-1.4,0,0,0,0,6,21.9
2017-11-19T07:00,0.7,93,-2.7,0,0,0,1,21,20.7
2017-11-19T08:00,1,92,-2.2,0,0,0,1,25,19.7
2017-11-19T09:00,2.9,86,-0.5,0,0,0,1,26,16.4
2017-11-19T10:00,4.2,80,1,0,0,0,0,14,12.5
2017-11-19T11:00,5.5,74,2.2,0,0,0,0,12,12.1
2017-11-19T12:00,6.1,72,2.8,0,0,0,0,10,11.4
2017-11-19T13:00,6.7,69,3.4,0,0,0,1,43,12
2017-11-19T14:00,6.7,69,3.4,0,0,0,1,49,12.4
2017-11-19T15:00,6.3,74,3.5,0,0,0,2,59,12.2
2017-11-19T16:00,5.5,79,2.8,0,0,0,1,49,14.4
2017-11-19T17:00,4.9,84,2.4,0,0,0,1,44,13.7
2017-11-19T18:00,3.8,90,1.1,0,0,0,0,0,13.7
2017-11-19T19:00,2.1,94,-1,0,0,0,0,0,15.9
2017-11-19T20:00,1.4,96,-1.8,0,0,0,0,4,16.3
2017-11-19T21:00,1.4,96,-1.6,0,0,0,1,29,17.3
2017-11-19T22:00,1.5,95,-1.5,0,0,0,2,52,18
2017-11-19T23:00,2.5,93,-0.4,0,0,0,3,100,18.8
2017-11-20T00:00,5.3,82,2,0,0,0,3,100,22.5
2017-11-20T01:00,5.9,83,2.6,0,0,0,3,100,24.9
2017-11-20T02:00,6.4,83,3.2,0,0,0,3,100,26.7
2017-11-20T03:00,7.2,84,4.2,0,0,0,3,95,26.7
2017-11-20T04:00,8.2,88,5,0,0,0,3,100,31
2017-11-20T05:00,9.4,89,6.2,0,0,0,3,100,31.3
2017-11-20T06:00,9.6,85,5.9,0.1,0.1,0,51,90,35.3
2017-11-20T07:00,9.8,85,5.9,0.2,0.2,0,51,100,37.2
2017-11-20T08:00,10,85,6,0,0,0,3,100,37.7
2017-11-20T09:00,10.3,84,6.3,0,0,0,3,100,38.6
2017-11-20T10:00,10.6,82,6.5,0,0,0,3,99,38.3
2017-11-20T11:00,11.4,81,7.5,0,0,0,2,74,38.3
2017-11-20T12:00,12.1,84,8.7,0,0,0,3,100,35.3
2017-11-20T13:00,11.7,84,8.3,0,0,0,3,100,35.5
2017-11-20T14:00,11.7,86,8,0.1,0.1,0,51,100,39.2
2017-11-20T15:00,11.7,86,8.4,0,0,0,3,100,36.7
2017-11-20T16:00,11.9,86,8.6,0,0,0,3,100,37.8
2017-11-20T17:00,12,87,8.6,0,0,0,3,100,38.4
2017-11-20T18:00,12.1,88,8.7,0,0,0,3,100,39
2017-11-20T19:00,12.1,89,9.1,0,0,0,3,100,35.1
2017-11-20T20:00,12,90,9.4,0.1,0.1,0,51,100,31.4
2017-11-20T21:00,11.9,91,9.4,0.3,0.3,0,51,100,31.3
2017-11-20T22:00,12,90,9.4,0,0,0,3,100,32
2017-11-20T23:00,11.9,91,9.3,0,0,0,3,100,32
2017-11-21T00:00,11.7,93,8.8,0,0,0,3,100,35.4
2017-11-21T01:00,11.8,92,8.8,0,0,0,3,100,36.4
2017-11-21T02:00,11.9,92,9.1,0.2,0.2,0,51,100,34.6
2017-11-21T03:00,11.7,92,9.1,0.1,0.1,0,51,100,33.1
2017-11-21T04:00,11.7,93,9,0.6,0.6,0,53,100,33.6
2017-11-21T05:00,11.6,93,9,0.7,0.7,0,53,100,32.7
2017-11-21T06:00,11.6,93,8.8,0.2,0.2,0,51,100,33.8
2017-11-21T07:00,11.5,93,8.7,0,0,0,3,100,34
2017-11-21T08:00,11.3,93,8.6,0,0,0,3,82,32.7
2017-11-21T09:00,11.3,91,8.3,0,0,0,2,58,33.2
2017-11-21T10:00,11.8,88,8.7,0,0,0,2,60,32.4
2017-11-21T11:00,12.5,85,9.6,0,0,0,2,64,31.8
2017-11-21T12:00,13,82,9.9,0,0,0,3,100,31.7
2017-11-21T13:00,13.1,79,9.7,0,0,0,3,100,34.2
2017-11-21T14:00,12.9,77,9.5,0,0,0,3,100,33.9
2017-11-21T15:00,12.6,78,9.1,0,0,0,3,91,35.5
2017-11-21T16:00,12,82,8.7,0,0,0,3,100,35.9
2017-11-21T17:00,12.5,84,8.8,0,0,0,3,100,40.2
2017-11-21T18:00,12.7,84,9.1,0,0,0,3,85,40.5
2017-11-21T19:00,12.3,88,8.9,0,0,0,3,100,40.7
2017-11-21T20:00,13,84,9.1,0,0,0,3,94,44.6
2017-11-21T21:00,13,83,8.8,0.1,0.1,0,51,100,46.9
2017-11-21T22:00,13.2,83,9.1,0,0,0,3,100,46.3
2017-11-21T23:00,13.4,87,9.3,0,0,0,3,100,48.4
2017-11-22T00:00,13.6,83,9.7,0,0,0,3,100,45.6
2017-11-22T01:00,13.3,85,9.3,0,0,0,3,100,45.8
2017-11-22T02:00,13.5,87,9.3,0,0,0,3,100,49.4
2017-11-22T03:00,13,88,9.1,0,0,0,3,100,46.4
2017-11-22T04:00,13,84,8.9,0,0,0,3,100,46.1
2017-11-22T05:00,12.5,86,8.3,0,0,0,2,69,46.8
2017-11-22T06:00,12.5,84,8.1,0,0,0,2,56,49.3
2017-11-22T07:00,12.5,82,7.9,0,0,0,1,49,49.9
2017-11-22T08:00,12.6,81,7.8,0,0,0,2,74,52.1
2017-11-22T09:00,13.5,75,8.5,0,0,0,2,53,51.1
2017-11-22T10:00,14.3,69,9.1,0,0,0,1,30,50.9
2017-11-22T11:00,14.3,68,9.4,0,0,0,2,57,46
2017-11-22T12:00,14.1,72,9.7,0,0,0,1,35,43.6
2017-11-22T13:00,14.3,70,9.7,0,0,0,1,27,43.5
2017-11-22T14:00,13.9,70,8.9,0,0,0,1,32,49.2
2017-11-22T15:00,13.7,71,8,0,0,0,3,89,56.8
2017-11-22T16:00,14.2,66,8.4,0,0,0,2,77,56.2
2017-11-22T17:00,14.1,62,8.1,0,0,0,1,27,57
2017-11-22T18:00,14.4,59,8.1,0,0,0,0,4,59.2
2017-11-22T19:00,14.8,58,8,0,0,0,3,86,64.3
2017-11-22T20:00,15.1,61,8.7,0,0,0,3,100,62.1
2017-11-22T21:00,14.5,69,8.6,0,0,0,3,100,60.2
2017-11-22T22:00,14.5,71,9.3,0.1,0.1,0,51,100,54.8
2017-11-22T23:00,15.2,65,8.9,0.1,0.1,0,51,100,62.9
2017-11-23T00:00,14.9,64,8,0.1,0.1,0,51,28,69.2
2017-11-23T01:00,14.7,63,8.5,0,0,0,3,100,60.4
2017-11-23T02:00,14.4,69,8.5,0.2,0.2,0,51,100,59.9
2017-11-23T03:00,13.9,78,8.3,0.5,0.5,0,53,100,59.3
2017-11-23T04:00,12.9,88,8.9,0.6,0.6,0,53,100,48
2017-11-23T05:00,12.9,90,9.6,0.2,0.2,0,51,50,40.4
2017-11-23T06:00,12.1,89,7.9,0.1,0.1,0,51,96,47.9
2017-11-23T07:00,11.6,85,7.2,0.4,0.4,0,51,100,45.5
2017-11-23T08:00,10.1,73,4.6,0,0,0,1,41,46
2017-11-23T09:00,8.4,67,2.8,0,0,0,0,2,40.9
2017-11-23T10:00,8.8,69,4.4,0,0,0,0,0,28.7
2017-11-23T11:00,9.9,68,5,0,0,0,0,0,33.7
2017-11-23T12:00,10.4,65,4.8,0,0,0,0,9,41.5
2017-11-23T13:00,11.1,57,4.6,0,0,0,1,40,48.9
2017-11-23T14:00,11,54,4.6,0,0,0,0,10,48.2
2017-11-23T15:00,10.4,58,4.6,0,0,0,0,5,43.7
2017-11-23T16:00,9.5,60,4,0,0,0,0,6,42.2
2017-11-23T17:00,8.9,62,3.9,0,0,0,0,11,38.7
2017-11-23T18:00,8.6,63,3.9,0,0,0,1,33,35.9
2017-11-23T19:00,8.2,67,3.9,0,0,0,1,34,33.1
2017-11-23T20:00,7.5,71,3.7,0,0,0,3,100,29.3
2017-11-23T21:00,7.5,73,4.3,0,0,0,3,90,23.9
2017-11-23T22:00,7.3,77,4.5,0.1,0.1,0,51,94,20.3
2017-11-23T23:00,7,82,4.5,0.3,0.3,0,51,100,17.7
2017-11-24T00:00,6.5,86,4.2,0.4,0.4,0,51,90,16.4
2017-11-24T01:00,6.4,86,4,0.1,0.1,0,51,100,16.2
2017-11-24T02:00,6.2,88,3.9,0.1,0.1,0,51,100,16.1
2017-11-24T03:00,6.4,88,4,0,0,0,3,100,16.3
2017-11-24T04:00,6.3,90,4,0,0,0,3,84,15.9
2017-11-24T05:00,5.2,95,3,0,0,0,2,68,16.3
2017-11-24T06:00,4.6,96,2.3,0,0,0,2,75,13.8
2017-11-24T07:00,5,96,2.8,0,0,0,2,56,13.3
2017-11-24T08:00,4.8,96,2.8,0,0,0,1,47,11.5
2017-11-24T09:00,5.6,91,3.1,0,0,0,0,16,12.1
2017-11-24T10:00,6.5,81,4.1,0,0,0,2,54,8.2
2017-11-24T11:00,7.2,74,4.9,0,0,0,2,60,6.4
2017-11-24T12:00,7.6,70,5.7,0,0,0,2,59,1.5
2017-11-24T13:00,7.8,69,5.8,0,0,0,2,64,1.6
2017-11-24T14:00,7.7,69,5.4,0,0,0,2,56,4.9
2017-11-24T15:00,7.2,79,5.3,0,0,0,1,39,5.6
2017-11-24T16:00,4.5,87,1.5,0,0,0,0,17,8.7
2017-11-24T17:00,3,91,-0.3,0,0,0,1,20,10.2
2017-11-24T18:00,2.8,91,-0.2,0,0,0,1,46,7.7
2017-11-24T19:00,2.4,93,-0.4,0,0,0,2,56,6.4
2017-11-24T20:00,1.1,96,-2,0,0,0,2,63,7.7
2017-11-24T21:00,0.1,98,-3.1,0,0,0,3,84,9.5
2017-11-24T22:00,0,97,-3.3,0,0,0,3,80,10.3
2017-11-24T23:00,-0.4,97,-3.8,0,0,0,2,77,11
2017-11-25T00:00,-0.3,99,-3.3,0,0,0,2,59,12.3
2017-11-25T01:00,-1,100,-4.1,0,0,0,1,44,14.1
2017-11-25T02:00,-1.2,99,-4.6,0,0,0,2,63,15.5
2017-11-25T03:00,-1.3,99,-4.7,0,0,0,3,81,17.8
2017-11-25T04:00,-0.9,96,-4.2,0,0,0,2,73,17.5
2017-11-25T05:00,-0.2,93,-3.6,0,0,0,3,84,19.7
2017-11-25T06:00,0.4,91,-2.9,0,0,0,2,64,19.7
2017-11-25T07:00,0.7,91,-2.8,0,0,0,0,3,21.3
2017-11-25T08:00,0.5,92,-3.3,0,0,0,0,0,25.2
2017-11-25T09:00,1.9,88,-2.3,0,0,0,0,0,23.2
2017-11-25T10:00,3.2,83,-1,0,0,0,0,0,21.6
2017-11-25T11:00,4.5,77,-0.2,0,0,0,0,0,24.9
2017-11-25T12:00,5.6,74,0.8,0,0,0,0,3,26.7
2017-11-25T13:00,6.2,69,1,0,0,0,1,34,31
2017-11-25T14:00,6.2,68,0.7,0,0,0,1,47,34.3
2017-11-25T15:00,5.8,70,0.9,0,0,0,1,26,31.5
2017-11-25T16:00,4.6,76,0.4,0,0,0,0,11,28.8
2017-11-25T17:00,3.7,80,-0.4,0,0,0,0,7,29.1
2017-11-25T18:00,3,82,-1.2,0,0,0,0,4,30.5
2017-11-25T19:00,2.7,82,-1.7,0,0,0,0,7,31
2017-11-25T20:00,2.6,83,-1.8,0,0,0,0,0,31.3
2017-11-25T21:00,2.4,84,-2.1,0,0,0,0,6,31.7
2017-11-25T22:00,2.2,85,-2.2,0,0,0,0,6,31.7
2017-11-25T23:00,2.1,85,-2.3,0,0,0,0,0,31
2017-11-26T00:00,2.1,84,-2.3,0,0,0,0,0,31
2017-11-26T01:00,1.9,84,-2.5,0,0,0,0,0,31.3
2017-11-26T02:00,2,84,-2.7,0,0,0,0,0,33.2
2017-11-26T03:00,2,84,-2.6,0,0,0,0,1,32.9
2017-11-26T04:00,1.8,87,-2.6,0,0,0,0,1,30.3
2017-11-26T05:00,1.6,88,-2.7,0,0,0,0,0,30.6
2017-11-26T06:00,1.6,88,-2.8,0,0,0,0,0,31.4
2017-11-26T07:00,1.6,88,-2.9,0,0,0,0,0,32.2
2017-11-26T08:00,1.8,87,-2.7,0,0,0,0,0,32
2017-11-26T09:00,3.3,81,-1.4,0,0,0,0,1,29.8
2017-11-26T10:00,4.7,77,0.2,0,0,0,0,0,26.4
2017-11-26T11:00,5.8,73,1,0,0,0,0,0,27.6
2017-11-26T12:00,6.6,72,1.9,0,0,0,0,0,26.7
2017-11-26T13:00,7.2,68,2.2,0,0,0,0,18,29.2
2017-11-26T14:00,7,71,2.2,0,0,0,1,20,29.9
2017-11-26T15:00,6.4,75,2.3,0,0,0,1,35,27.4
2017-11-26T16:00,5.5,80,1.7,0,0,0,1,35,27.8
2017-11-26T17:00,4.9,83,1.2,0,0,0,0,18,27.4
2017-11-26T18:00,4.1,87,0.6,0,0,0,0,17,26.7
2017-11-26T19:00,3.8,89,0.2,0,0,0,1,26,27.2
2017-11-26T20:00,3.5,91,-0.1,0,0,0,1,24,27.7
2017-11-26T21:00,3.5,92,-0.3,0,0,0,1,32,29.5
2017-11-26T22:00,4,91,0.2,0,0,0,3,100,29.4
2017-11-26T23:00,5.4,86,1.2,0,0,0,3,100,31.3
2017-11-27T00:00,6.1,87,1.8,0.1,0.1,0,51,100,34
2017-11-27T01:00,7,84,2.4,0,0,0,3,84,38
2017-11-27T02:00,7.4,82,2.3,0,0,0,3,92,43.6
2017-11-27T03:00,8,81,2.6,0.3,0.3,0,51,90,46.4
2017-11-27T04:00,8.3,81,2.8,0.1,0.1,0,51,100,47.4
2017-11-27T05:00,8.6,81,3.2,0.2,0.2,0,51,100,48.2
2017-11-27T06:00,9.1,80,3.4,0.1,0.1,0,51,100,51.4
2017-11-27T07:00,9.6,81,4.1,0.2,0.2,0,51,100,50.2
2017-11-27T08:00,9.7,86,4.9,0.7,0.7,0,53,100,47.1
2017-11-27T09:00,9.7,91,5.6,1,1,0,55,100,41.3
2017-11-27T10:00,9.5,87,5.2,0.5,0.5,0,53,98,40
2017-11-27T11:00,9.6,82,4.7,0.6,0.6,0,53,69,41.4
2017-11-27T12:00,9.1,83,5,0.1,0.1,0,51,100,35.6
2017-11-27T13:00,9.4,79,5.2,0,0,0,2,75,33.3
2017-11-27T14:00,9.6,75,5.2,0,0,0,2,70,34.2
2017-11-27T15:00,9,75,4.7,0,0,0,2,75,34.6
2017-11-27T16:00,8.2,77,3.9,0,0,0,3,100,34.9
2017-11-27T17:00,7.7,79,3.7,0.2,0.2,0,51,90,31.7
2017-11-27T18:00,7.6,80,3.7,0,0,0,3,91,30.2
2017-11-27T19:00,7.2,81,3.3,0,0,0,3,89,29.2
2017-11-27T20:00,6.7,82,2.9,0,0,0,3,88,29.6
2017-11-27T21:00,6.4,82,2.5,0,0,0,2,63,29.9
2017-11-27T22:00,5.9,84,2.2,0,0,0,2,69,28.1
2017-11-27T23:00,5.4,86,1.8,0,0,0,1,22,27
2017-11-28T00:00,4,91,0.4,0,0,0,0,1,26.7
2017-11-28T01:00,3.2,92,-0.3,0,0,0,0,0,26
2017-11-28T02:00,2.8,93,-0.8,0,0,0,0,0,27
2017-11-28T03:00,2.3,94,-1.1,0,0,0,0,1,24.4
2017-11-28T04:00,2.1,94,-1.3,0,0,0,0,12,23.9
2017-11-28T05:00,2.2,94,-1.3,0,0,0,2,78,25.1
2017-11-28T06:00,3.2,93,-0.2,0,0,0,3,100,23.2
2017-11-28T07:00,3.9,91,0.5,0.1,0.1,0,51,80,20.9
2017-11-28T08:00,3.9,91,0.7,0,0,0,3,96,20.3
2017-11-28T09:00,4.7,90,1.3,0,0,0,1,37,19.8
2017-11-28T10:00,5.2,86,1.7,0,0,0,0,4,19.2
2017-11-28T11:00,5.8,76,1.9,0,0,0,0,1,20.4
2017-11-28T12:00,6.2,76,2.6,0,0,0,1,42,17.4
2017-11-28T13:00,6.5,69,2.5,0,0,0,0,19,19.3
2017-11-28T14:00,6.4,64,1.9,0,0,0,0,14,22.3
2017-11-28T15:00,5.5,70,1.6,0,0,0,0,4,22.8
2017-11-28T16:00,3.4,77,-0.3,0,0,0,0,4,24.2
2017-11-28T17:00,2.4,83,-1.1,0,0,0,0,20,23.8
2017-11-28T18:00,1.9,86,-1.6,0,0,0,2,51,23.9
2017-11-28T19:00,2.9,83,-0.8,0,0,0,2,77,23.4
2017-11-28T20:00,3.8,80,0,0,0,0,3,100,23.4
2017-11-28T21:00,3.8,80,-0.1,0,0,0,0,20,25.2
2017-11-28T22:00,2.8,84,-1.3,0,0,0,3,100,26.8
2017-11-28T23:00,2.9,82,-1.2,0,0,0,3,100,25.5
2017-11-29T00:00,2.7,81,-1.3,0,0,0,1,45,25.5
2017-11-29T01:00,1.8,85,-2.5,0,0,0,1,25,28.3
2017-11-29T02:00,1.8,84,-2.6,0,0,0,2,67,29.6
2017-11-29T03:00,2.2,84,-2.4,0,0,0,1,44,31.1
2017-11-29T04:00,2.4,83,-2.3,0,0,0,2,64,32.3
2017-11-29T05:00,2.2,83,-2.5,0,0,0,0,14,30.5
2017-11-29T06:00,1.8,83,-2.6,0,0,0,0,4,28.7
2017-11-29T07:00,1.5,84,-2.9,0,0,0,0,16,29.5
2017-11-29T08:00,1.7,83,-3,0,0,0,0,5,32.3
2017-11-29T09:00,3.2,77,-1.9,0,0,0,3,86,33.2
2017-11-29T10:00,4.2,75,-0.7,0,0,0,3,82,29.2
2017-11-29T11:00,4.7,74,-0.1,0,0,0,2,65,27.2
2017-11-29T12:00,5.1,75,-0.3,0,0,0,3,100,32.6
2017-11-29T13:00,5.5,76,0.1,0,0,0,3,90,34.3
2017-11-29T14:00,6.1,72,1.4,0,0,0,3,100,31
2017-11-29T15:00,5.8,75,1.2,0,0,0,2,56,29.6
2017-11-29T16:00,5.1,79,0.5,0,0,0,2,61,31.6
2017-11-29T17:00,4.4,82,-0.3,0,0,0,1,42,33.5
2017-11-29T18:00,4.1,84,-0.7,0,0,0,0,14,34.7
2017-11-29T19:00,3.7,85,-0.8,0,0,0,1,46,33.4
2017-11-29T20:00,3.6,85,-1,0,0,0,1,28,33.2
2017-11-29T21:00,3.2,84,-1.5,0,0,0,0,4,33.8
2017-11-29T22:00,2.4,85,-2.3,0,0,0,0,4,33.5
2017-11-29T23:00,1.8,84,-2.9,0,0,0,0,0,31.9
2017-11-30T00:00,1.2,84,-3.2,0,0,0,0,0,28.4
2017-11-30T01:00,0.5,86,-3.7,0,0,0,0,0,26.8
2017-11-30T02:00,-0.2,88,-4.3,0,0,0,0,0,25.7
2017-11-30T03:00,-0.8,89,-4.9,0,0,0,0,0,25.3
2017-11-30T04:00,-1.1,87,-5.4,0,0,0,0,0,27
2017-11-30T05:00,-1.2,81,-5.8,0,0,0,0,0,29
2017-11-30T06:00,-1.3,80,-6,0,0,0,0,4,29.3
2017-11-30T07:00,-1.3,80,-5.9,0,0,0,0,8,27.8
2017-11-30T08:00,-1.4,81,-5.9,0,0,0,0,1,26.1
2017-11-30T09:00,-0.3,78,-5,0,0,0,0,0,25.1
2017-11-30T10:00,1,72,-4,0,0,0,0,0,23.6
2017-11-30T11:00,2,67,-3.4,0,0,0,1,28,27.8
2017-11-30T12:00,3,64,-2.6,0,0,0,0,9,29.6
2017-11-30T13:00,3.4,62,-2.5,0,0,0,1,35,31.7
2017-11-30T14:00,3.2,64,-2.5,0,0,0,1,34,31.1
2017-11-30T15:00,2.7,67,-2.7,0,0,0,1,47,31.7
2017-11-30T16:00,2,68,-3.1,0,0,0,2,67,31
2017-11-30T17:00,1.8,68,-3.4,0,0,0,2,68,32.4
2017-11-30T18:00,1.7,68,-3.7,0,0,0,1,44,34
2017-11-30T19:00,1.8,69,-3.7,0,0,0,1,43,34.6
2017-11-30T20:00,1.7,71,-3.9,0,0,0,2,58,36.2
2017-11-30T21:00,1.5,75,-4.1,0,0,0,2,57,37.1
2017-11-30T22:00,1.5,76,-4.1,0,0,0,2,56,38.1
2017-11-30T23:00,1.7,76,-4,0,0,0,2,74,39.2
2017-12-01T00:00,1.5,82,-3.8,0,0,0,2,56,36.7
2017-12-01T01:00,1.5,85,-3.9,0,0,0,1,21,37.6
2017-12-01T02:00,1.5,84,-3.8,0,0,0,0,7,37.3
2017-12-01T03:00,1.3,86,-4,0,0,0,1,37,37.7
2017-12-01T04:00,1.6,83,-3.8,0,0,0,0,5,37.4
2017-12-01T05:00,1.6,83,-4,0,0,0,0,19,39.8
